database,id,client_order_id,customer_name,order_details,created_at,source,pending_cloud_sync,synced_to_cloud_at,experiment_id,batch_id,test_case_id,run_id,request_number,phase
edge,83,v41-TC02-3-23-1328f4ec,V4.1 TC02 Run 3 Customer 23,"V4.1 test order 23 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:12.114,edge,0,2026-08-22T18:39:40.795,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,23,workload
edge,84,v41-TC02-3-24-fec8ffe2,V4.1 TC02 Run 3 Customer 24,"V4.1 test order 24 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:12.490,edge,0,2026-08-22T18:39:41.102,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,24,workload
edge,85,v41-TC02-3-25-d955c008,V4.1 TC02 Run 3 Customer 25,"V4.1 test order 25 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:12.857,edge,0,2026-08-22T18:39:41.612,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,25,workload
edge,86,v41-TC02-3-26-bad8170f,V4.1 TC02 Run 3 Customer 26,"V4.1 test order 26 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:13.246,edge,0,2026-08-22T18:39:41.937,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,26,workload
edge,87,v41-TC02-3-27-54eabea0,V4.1 TC02 Run 3 Customer 27,"V4.1 test order 27 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:13.633,edge,0,2026-08-22T18:39:42.442,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,27,workload
edge,88,v41-TC02-3-28-0901945a,V4.1 TC02 Run 3 Customer 28,"V4.1 test order 28 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:14.008,edge,0,2026-08-22T18:39:42.815,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,28,workload
edge,89,v41-TC02-3-29-334f79b1,V4.1 TC02 Run 3 Customer 29,"V4.1 test order 29 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:14.367,edge,0,2026-08-22T18:39:43.197,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,29,workload
edge,90,v41-TC02-3-30-9c1eee38,V4.1 TC02 Run 3 Customer 30,"V4.1 test order 30 for cloud_failure_with_stateful_edge_failover, run 3, phase workload",2026-08-22T18:09:14.760,edge,0,2026-08-22T18:39:43.638,TC02-20260822T180901658477-run3-df56d9,TC02-batch-20260822T180830-a18476,TC02,3,30,workload
edge,91,v41-TC02-4-1-1120c5e8,V4.1 TC02 Run 4 Customer 1,"V4.1 test order 1 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:16.561,edge,0,2026-08-22T18:39:44.013,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,1,workload
edge,92,v41-TC02-4-2-b62f9baf,V4.1 TC02 Run 4 Customer 2,"V4.1 test order 2 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:18.961,edge,0,2026-08-22T18:39:44.379,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,2,workload
edge,93,v41-TC02-4-3-5e7155c4,V4.1 TC02 Run 4 Customer 3,"V4.1 test order 3 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:19.349,edge,0,2026-08-22T18:39:44.815,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,3,workload
edge,94,v41-TC02-4-4-780d1d00,V4.1 TC02 Run 4 Customer 4,"V4.1 test order 4 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:19.738,edge,0,2026-08-22T18:39:45.391,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,4,workload
edge,95,v41-TC02-4-5-afdded3f,V4.1 TC02 Run 4 Customer 5,"V4.1 test order 5 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:20.103,edge,0,2026-08-22T18:39:45.943,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,5,workload
edge,96,v41-TC02-4-6-b9a56db6,V4.1 TC02 Run 4 Customer 6,"V4.1 test order 6 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:20.494,edge,0,2026-08-22T18:39:46.481,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,6,workload
edge,97,v41-TC02-4-7-06f0b7ab,V4.1 TC02 Run 4 Customer 7,"V4.1 test order 7 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:20.934,edge,0,2026-08-22T18:39:47.014,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,7,workload
edge,98,v41-TC02-4-8-00787e97,V4.1 TC02 Run 4 Customer 8,"V4.1 test order 8 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:21.302,edge,0,2026-08-22T18:39:47.483,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,8,workload
edge,99,v41-TC02-4-9-dd0b616f,V4.1 TC02 Run 4 Customer 9,"V4.1 test order 9 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:21.668,edge,0,2026-08-22T18:39:47.871,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,9,workload
edge,100,v41-TC02-4-10-15baf453,V4.1 TC02 Run 4 Customer 10,"V4.1 test order 10 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:22.045,edge,0,2026-08-22T18:39:48.263,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,10,workload
edge,101,v41-TC02-4-11-1cab2e17,V4.1 TC02 Run 4 Customer 11,"V4.1 test order 11 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:22.412,edge,0,2026-08-22T18:39:48.777,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,11,workload
edge,102,v41-TC02-4-12-be789e4f,V4.1 TC02 Run 4 Customer 12,"V4.1 test order 12 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:22.801,edge,0,2026-08-22T18:39:49.312,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,12,workload
edge,103,v41-TC02-4-13-27192493,V4.1 TC02 Run 4 Customer 13,"V4.1 test order 13 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:23.179,edge,0,2026-08-22T18:39:49.856,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,13,workload
edge,104,v41-TC02-4-14-227f7853,V4.1 TC02 Run 4 Customer 14,"V4.1 test order 14 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:23.562,edge,0,2026-08-22T18:39:50.385,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,14,workload
edge,105,v41-TC02-4-15-6d8622e4,V4.1 TC02 Run 4 Customer 15,"V4.1 test order 15 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:23.945,edge,0,2026-08-22T18:39:50.866,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,15,workload
edge,106,v41-TC02-4-16-ffd10b0d,V4.1 TC02 Run 4 Customer 16,"V4.1 test order 16 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:24.327,edge,0,2026-08-22T18:39:51.333,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,16,workload
edge,107,v41-TC02-4-17-b1da4f9d,V4.1 TC02 Run 4 Customer 17,"V4.1 test order 17 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:24.713,edge,0,2026-08-22T18:39:51.827,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,17,workload
edge,108,v41-TC02-4-18-521a6d58,V4.1 TC02 Run 4 Customer 18,"V4.1 test order 18 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:25.080,edge,0,2026-08-22T18:39:52.283,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,18,workload
edge,109,v41-TC02-4-19-817ce38e,V4.1 TC02 Run 4 Customer 19,"V4.1 test order 19 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:25.483,edge,0,2026-08-22T18:39:52.874,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,19,workload
edge,110,v41-TC02-4-20-cfa355eb,V4.1 TC02 Run 4 Customer 20,"V4.1 test order 20 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:25.892,edge,0,2026-08-22T18:39:53.513,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,20,workload
edge,111,v41-TC02-4-21-54cbd8c9,V4.1 TC02 Run 4 Customer 21,"V4.1 test order 21 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:26.268,edge,0,2026-08-22T18:39:53.915,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,21,workload
edge,112,v41-TC02-4-22-7692563a,V4.1 TC02 Run 4 Customer 22,"V4.1 test order 22 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:26.661,edge,0,2026-08-22T18:39:54.262,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,22,workload
edge,113,v41-TC02-4-23-e3332045,V4.1 TC02 Run 4 Customer 23,"V4.1 test order 23 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:27.046,edge,0,2026-08-22T18:39:54.631,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,23,workload
edge,114,v41-TC02-4-24-3243faca,V4.1 TC02 Run 4 Customer 24,"V4.1 test order 24 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:27.423,edge,0,2026-08-22T18:39:55.007,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,24,workload
edge,115,v41-TC02-4-25-9ef356a4,V4.1 TC02 Run 4 Customer 25,"V4.1 test order 25 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:27.813,edge,0,2026-08-22T18:39:56.592,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,25,workload
edge,116,v41-TC02-4-26-7edc48f1,V4.1 TC02 Run 4 Customer 26,"V4.1 test order 26 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:28.191,edge,0,2026-08-22T18:39:56.972,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,26,workload
edge,117,v41-TC02-4-27-65ffe866,V4.1 TC02 Run 4 Customer 27,"V4.1 test order 27 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:28.572,edge,0,2026-08-22T18:39:57.398,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,27,workload
edge,118,v41-TC02-4-28-992f5e11,V4.1 TC02 Run 4 Customer 28,"V4.1 test order 28 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:28.955,edge,0,2026-08-22T18:39:57.786,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,28,workload
edge,119,v41-TC02-4-29-db7062a5,V4.1 TC02 Run 4 Customer 29,"V4.1 test order 29 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:29.357,edge,0,2026-08-22T18:39:58.128,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,29,workload
edge,120,v41-TC02-4-30-a2d34e96,V4.1 TC02 Run 4 Customer 30,"V4.1 test order 30 for cloud_failure_with_stateful_edge_failover, run 4, phase workload",2026-08-22T18:09:29.744,edge,0,2026-08-22T18:39:58.604,TC02-20260822T180916537169-run4-75de4d,TC02-batch-20260822T180830-a18476,TC02,4,30,workload
edge,121,v41-TC02-5-1-9bc62000,V4.1 TC02 Run 5 Customer 1,"V4.1 test order 1 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:31.559,edge,0,2026-08-22T18:39:58.980,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,1,workload
edge,122,v41-TC02-5-2-9c3bcdef,V4.1 TC02 Run 5 Customer 2,"V4.1 test order 2 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:33.964,edge,0,2026-08-22T18:39:59.469,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,2,workload
edge,123,v41-TC02-5-3-80ba5ed4,V4.1 TC02 Run 5 Customer 3,"V4.1 test order 3 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:34.350,edge,0,2026-08-22T18:39:59.843,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,3,workload
edge,124,v41-TC02-5-4-48234f09,V4.1 TC02 Run 5 Customer 4,"V4.1 test order 4 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:34.727,edge,0,2026-08-22T18:40:00.216,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,4,workload
edge,125,v41-TC02-5-5-70a22fab,V4.1 TC02 Run 5 Customer 5,"V4.1 test order 5 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:35.157,edge,0,2026-08-22T18:40:00.749,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,5,workload
edge,126,v41-TC02-5-6-606ef3ec,V4.1 TC02 Run 5 Customer 6,"V4.1 test order 6 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:35.528,edge,0,2026-08-22T18:40:01.103,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,6,workload
edge,127,v41-TC02-5-7-4c593b0f,V4.1 TC02 Run 5 Customer 7,"V4.1 test order 7 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:35.914,edge,0,2026-08-22T18:40:01.450,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,7,workload
edge,128,v41-TC02-5-8-c04c7c02,V4.1 TC02 Run 5 Customer 8,"V4.1 test order 8 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:36.335,edge,0,2026-08-22T18:40:01.864,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,8,workload
edge,129,v41-TC02-5-9-a60a3e45,V4.1 TC02 Run 5 Customer 9,"V4.1 test order 9 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:36.736,edge,0,2026-08-22T18:40:02.228,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,9,workload
edge,130,v41-TC02-5-10-d886c059,V4.1 TC02 Run 5 Customer 10,"V4.1 test order 10 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:37.124,edge,0,2026-08-22T18:40:02.567,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,10,workload
edge,131,v41-TC02-5-11-f3b20588,V4.1 TC02 Run 5 Customer 11,"V4.1 test order 11 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:37.517,edge,0,2026-08-22T18:40:03.014,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,11,workload
edge,132,v41-TC02-5-12-5733f56b,V4.1 TC02 Run 5 Customer 12,"V4.1 test order 12 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:37.917,edge,0,2026-08-22T18:40:03.349,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,12,workload
edge,133,v41-TC02-5-13-4c5c756a,V4.1 TC02 Run 5 Customer 13,"V4.1 test order 13 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:38.316,edge,0,2026-08-22T18:40:03.695,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,13,workload
edge,134,v41-TC02-5-14-8d640dda,V4.1 TC02 Run 5 Customer 14,"V4.1 test order 14 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:38.701,edge,0,2026-08-22T18:40:04.251,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,14,workload
edge,135,v41-TC02-5-15-3d6604db,V4.1 TC02 Run 5 Customer 15,"V4.1 test order 15 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:39.091,edge,0,2026-08-22T18:40:04.826,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,15,workload
edge,136,v41-TC02-5-16-5ecd046b,V4.1 TC02 Run 5 Customer 16,"V4.1 test order 16 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:39.468,edge,0,2026-08-22T18:40:05.340,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,16,workload
edge,137,v41-TC02-5-17-891e9167,V4.1 TC02 Run 5 Customer 17,"V4.1 test order 17 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:39.846,edge,0,2026-08-22T18:40:05.902,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,17,workload
edge,138,v41-TC02-5-18-0eb3afbc,V4.1 TC02 Run 5 Customer 18,"V4.1 test order 18 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:40.235,edge,0,2026-08-22T18:40:06.438,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,18,workload
edge,139,v41-TC02-5-19-9768ac2b,V4.1 TC02 Run 5 Customer 19,"V4.1 test order 19 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:40.625,edge,0,2026-08-22T18:40:06.959,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,19,workload
edge,140,v41-TC02-5-20-0b795201,V4.1 TC02 Run 5 Customer 20,"V4.1 test order 20 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:41.014,edge,0,2026-08-22T18:40:07.351,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,20,workload
edge,141,v41-TC02-5-21-74c0fae1,V4.1 TC02 Run 5 Customer 21,"V4.1 test order 21 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:41.392,edge,0,2026-08-22T18:40:07.708,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,21,workload
edge,142,v41-TC02-5-22-f8657c94,V4.1 TC02 Run 5 Customer 22,"V4.1 test order 22 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:41.778,edge,0,2026-08-22T18:40:08.069,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,22,workload
edge,143,v41-TC02-5-23-0416c9f9,V4.1 TC02 Run 5 Customer 23,"V4.1 test order 23 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:42.162,edge,0,2026-08-22T18:40:08.553,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,23,workload
edge,144,v41-TC02-5-24-f627dd07,V4.1 TC02 Run 5 Customer 24,"V4.1 test order 24 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:42.561,edge,0,2026-08-22T18:40:08.903,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,24,workload
edge,145,v41-TC02-5-25-c49c8695,V4.1 TC02 Run 5 Customer 25,"V4.1 test order 25 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:42.926,edge,0,2026-08-22T18:40:09.374,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,25,workload
edge,146,v41-TC02-5-26-0b63fd7c,V4.1 TC02 Run 5 Customer 26,"V4.1 test order 26 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:43.313,edge,0,2026-08-22T18:40:09.750,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,26,workload
edge,147,v41-TC02-5-27-59b12eff,V4.1 TC02 Run 5 Customer 27,"V4.1 test order 27 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:43.734,edge,0,2026-08-22T18:40:10.149,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,27,workload
edge,148,v41-TC02-5-28-449ccdb6,V4.1 TC02 Run 5 Customer 28,"V4.1 test order 28 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:44.090,edge,0,2026-08-22T18:40:10.598,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,28,workload
edge,149,v41-TC02-5-29-6c8f81f5,V4.1 TC02 Run 5 Customer 29,"V4.1 test order 29 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:44.459,edge,0,2026-08-22T18:40:10.949,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,29,workload
edge,150,v41-TC02-5-30-dfdfc5e7,V4.1 TC02 Run 5 Customer 30,"V4.1 test order 30 for cloud_failure_with_stateful_edge_failover, run 5, phase workload",2026-08-22T18:09:44.825,edge,0,2026-08-22T18:40:11.306,TC02-20260822T180931546429-run5-ec5b60,TC02-batch-20260822T180830-a18476,TC02,5,30,workload
edge,151,v41-TC02-6-1-1f959a7d,V4.1 TC02 Run 6 Customer 1,"V4.1 test order 1 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:46.616,edge,0,2026-08-22T18:40:11.726,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,1,workload
edge,152,v41-TC02-6-2-04438dbf,V4.1 TC02 Run 6 Customer 2,"V4.1 test order 2 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:49.028,edge,0,2026-08-22T18:40:12.048,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,2,workload
edge,153,v41-TC02-6-3-dcdc83c5,V4.1 TC02 Run 6 Customer 3,"V4.1 test order 3 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:49.444,edge,0,2026-08-22T18:40:12.384,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,3,workload
edge,154,v41-TC02-6-4-6e2adcc2,V4.1 TC02 Run 6 Customer 4,"V4.1 test order 4 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:49.830,edge,0,2026-08-22T18:40:12.843,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,4,workload
edge,155,v41-TC02-6-5-708d9081,V4.1 TC02 Run 6 Customer 5,"V4.1 test order 5 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:50.258,edge,0,2026-08-22T18:40:13.183,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,5,workload
edge,156,v41-TC02-6-6-847025d1,V4.1 TC02 Run 6 Customer 6,"V4.1 test order 6 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:50.628,edge,0,2026-08-22T18:40:13.538,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,6,workload
edge,157,v41-TC02-6-7-384c6785,V4.1 TC02 Run 6 Customer 7,"V4.1 test order 7 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:51.003,edge,0,2026-08-22T18:40:13.938,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,7,workload
edge,158,v41-TC02-6-8-5c4b394e,V4.1 TC02 Run 6 Customer 8,"V4.1 test order 8 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:51.405,edge,0,2026-08-22T18:40:14.259,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,8,workload
edge,159,v41-TC02-6-9-e0b67cc5,V4.1 TC02 Run 6 Customer 9,"V4.1 test order 9 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:51.804,edge,0,2026-08-22T18:40:14.574,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,9,workload
edge,160,v41-TC02-6-10-15addf24,V4.1 TC02 Run 6 Customer 10,"V4.1 test order 10 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:52.179,edge,0,2026-08-22T18:40:15.049,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,10,workload
edge,161,v41-TC02-6-11-6b1af5f7,V4.1 TC02 Run 6 Customer 11,"V4.1 test order 11 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:52.550,edge,0,2026-08-22T18:40:15.422,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,11,workload
edge,162,v41-TC02-6-12-2e24805b,V4.1 TC02 Run 6 Customer 12,"V4.1 test order 12 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:52.970,edge,0,2026-08-22T18:40:15.780,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,12,workload
edge,163,v41-TC02-6-13-6f7d2752,V4.1 TC02 Run 6 Customer 13,"V4.1 test order 13 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:53.337,edge,0,2026-08-22T18:40:16.382,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,13,workload
edge,164,v41-TC02-6-14-7d9af342,V4.1 TC02 Run 6 Customer 14,"V4.1 test order 14 for cloud_failure_with_stateful_edge_failover, run 6, phase workload",2026-08-22T18:09:53.713,edge,0,2026-08-22T18:40:16.944,TC02-20260822T180946594257-run6-6b5397,TC02-batch-20260822T180830-a18476,TC02,6,14,workload
